6.0, 0.0, 9.100000000000021, 1.3370279416640432
6.0, 0.01, 8.600000000000023, 1.2115801677328868
6.0, 0.02, 8.300000000000024, 1.1318026722952106
6.0, 0.03, 7.900000000000025, 1.02152689543021
6.0, 0.04, 7.300000000000027, 1.042202068851118
6.0, 0.05, 7.300000000000027, 0.846566374330363
6.0, 0.06, 6.4000000000000306, 0.8351015731398148
6.0, 0.07, 6.7000000000000295, 0.8882994712517567
6.0, 0.08, 6.100000000000032, 0.7511786637359512
6.0, 0.09, 5.700000000000033, 0.7542924552594675
6.0, 0.1, 6.100000000000032, 0.7844830060223795
6.0, 0.11, 4.900000000000036, 0.7030021123088412
6.0, 0.12, 5.400000000000034, 0.6478680653975987
6.0, 0.13, 4.600000000000037, 0.6927537124976969
6.0, 0.14, 4.000000000000039, 0.5987433196307775
6.0, 0.15, 4.200000000000038, 0.6435970426528366
6.0, 0.16, 3.800000000000039, 0.5686176580984139
6.0, 0.17, 4.000000000000039, 0.4995746750836479
6.0, 0.18, 3.3000000000000385, 0.4497297930751311
6.0, 0.19, 3.700000000000039, 0.5576470727840348
6.0, 0.2, 3.1000000000000383, 0.4326645452012752
6.0, 0.21, 3.6000000000000387, 0.46086441546146373
6.0, 0.22, 3.000000000000038, 0.46772982939041086
6.0, 0.23, 2.900000000000038, 0.5003464901674624
6.0, 0.24, 2.800000000000038, 0.4182826167624853
6.0, 0.25, 2.600000000000038, 0.45625509140784626
6.0, 0.26, 2.1000000000000374, 0.3333343738032302
6.0, 0.27, 2.3000000000000376, 0.421093835595549
6.0, 0.28, 2.3000000000000376, 0.45122856194442845
6.0, 0.29, 1.9000000000000372, 0.3730453975162701
6.0, 0.3, 1.700000000000037, 0.33528723371256597
8.0, 0.0, 9.30000000000002, 1.550708838355203
8.0, 0.01, 8.800000000000022, 1.409418883091761
8.0, 0.02, 8.500000000000023, 1.3231886404671027
8.0, 0.03, 8.100000000000025, 1.2270700827401444
8.0, 0.04, 7.600000000000026, 1.1372626711517086
8.0, 0.05, 7.500000000000027, 1.067516465384219
8.0, 0.06, 7.200000000000028, 0.9733680898142174
8.0, 0.07, 6.7000000000000295, 1.01829958969683
8.0, 0.08, 6.4000000000000306, 0.9329635679263488
8.0, 0.09, 5.800000000000033, 0.8652028798206878
8.0, 0.1, 5.800000000000033, 0.8630656991479467
8.0, 0.11, 5.400000000000034, 0.7733084040706113
8.0, 0.12, 5.100000000000035, 0.6783278221351046
8.0, 0.13, 4.800000000000036, 0.728085652642605
8.0, 0.14, 4.400000000000038, 0.6611511519144349
8.0, 0.15, 4.300000000000038, 0.6675734498946534
8.0, 0.16, 3.900000000000039, 0.6165737694218402
8.0, 0.17, 3.900000000000039, 0.630080374459107
8.0, 0.18, 3.700000000000039, 0.591612808809739
8.0, 0.19, 3.4000000000000385, 0.5094169605536878
8.0, 0.2, 3.000000000000038, 0.5294145663233774
8.0, 0.21, 3.3000000000000385, 0.5214849898736731
8.0, 0.22, 2.700000000000038, 0.478048685631411
8.0, 0.23, 2.600000000000038, 0.4618915292622434
8.0, 0.24, 2.600000000000038, 0.4641774564661964
8.0, 0.25, 2.600000000000038, 0.4234208436826045
8.0, 0.26, 2.2000000000000375, 0.4272500150894934
8.0, 0.27, 2.3000000000000376, 0.42043297456360607
8.0, 0.28, 2.4000000000000377, 0.39256240524776376
8.0, 0.29, 1.9000000000000372, 0.3785630812855637
8.0, 0.3, 1.9000000000000372, 0.36901113650567174
12.0, 0.0, 9.50000000000002, 1.8499915408062524
12.0, 0.01, 9.100000000000021, 1.667299153510368
12.0, 0.02, 8.700000000000022, 1.4755631562489522
12.0, 0.03, 8.300000000000024, 1.4080705151287836
12.0, 0.04, 8.100000000000025, 1.3578081332515826
12.0, 0.05, 7.700000000000026, 1.247986286828011
12.0, 0.06, 7.200000000000028, 1.160059886344263
12.0, 0.07, 6.900000000000029, 1.1177237766004278
12.0, 0.08, 6.200000000000031, 1.0060956113596042
12.0, 0.09, 6.100000000000032, 0.9302320250591362
12.0, 0.1, 5.700000000000033, 0.9179066545959522
12.0, 0.11, 5.500000000000034, 0.8852147634351436
12.0, 0.12, 5.200000000000035, 0.7751361951655003
12.0, 0.13, 4.600000000000037, 0.7681380195516986
12.0, 0.14, 4.900000000000036, 0.7116872552233586
12.0, 0.15, 4.300000000000038, 0.703731797348137
12.0, 0.16, 4.000000000000039, 0.6776314195670505
12.0, 0.17, 3.900000000000039, 0.6192544843823043
12.0, 0.18, 3.6000000000000387, 0.5764356500810479
12.0, 0.19, 3.4000000000000385, 0.5434408039958605
12.0, 0.2, 3.2000000000000384, 0.5421340174659204
12.0, 0.21, 3.1000000000000383, 0.5229105909596328
12.0, 0.22, 2.700000000000038, 0.4703074558700412
12.0, 0.23, 3.1000000000000383, 0.48253082353114773
12.0, 0.24, 2.600000000000038, 0.45259963755556465
12.0, 0.25, 2.700000000000038, 0.4631926935671634
12.0, 0.26, 2.5000000000000377, 0.4366037529514946
12.0, 0.27, 2.5000000000000377, 0.4225185466017084
