6, 0.0, 1.0, 1.0
6, 0.01, 1.0, 0.9419638888888889
6, 0.02, 1.0, 0.8855425925925926
6, 0.03, 1.0, 0.8330175925925927
6, 0.04, 1.0, 0.7827768518518519
6, 0.05, 1.0, 0.7344148148148149
6, 0.06, 1.0, 0.6915055555555555
6, 0.07, 1.0, 0.6456407407407408
6, 0.08, 1.0, 0.6048981481481481
6, 0.09, 0.9999, 0.5675749999999999
6, 0.1, 1.0, 0.530887962962963
6, 0.11, 0.9996, 0.4967425925925926
6, 0.12, 0.9991, 0.46442870370370365
6, 0.13, 0.9973, 0.4326972222222222
6, 0.14, 0.9938, 0.4043981481481481
6, 0.15, 0.9885, 0.3765777777777778
6, 0.16, 0.981, 0.34858796296296296
6, 0.17, 0.9704, 0.3238055555555555
6, 0.18, 0.9518, 0.2989231481481482
6, 0.19, 0.9279, 0.2775722222222222
6, 0.2, 0.8882, 0.25432407407407404
6, 0.21, 0.8467, 0.23493333333333336
6, 0.22, 0.8023, 0.21636203703703705
6, 0.23, 0.7471, 0.1974435185185185
6, 0.24, 0.6864, 0.1802074074074074
6, 0.25, 0.6189, 0.1636027777777778
6, 0.26, 0.5516, 0.1488574074074074
6, 0.27, 0.4919, 0.13443425925925925
6, 0.28, 0.4209, 0.12141481481481481
6, 0.29, 0.3585, 0.10929166666666666
6, 0.3, 0.3046, 0.09889629629629629
6, 0.31, 0.2458, 0.08714722222222221
6, 0.32, 0.2051, 0.07911851851851852
6, 0.33, 0.1673, 0.07083703703703705
6, 0.34, 0.1327, 0.06321944444444444
6, 0.35, 0.1018, 0.05635
6, 0.36, 0.0785, 0.050518518518518525
6, 0.37, 0.0608, 0.04546851851851851
6, 0.38, 0.0512, 0.041275925925925924
6, 0.39, 0.032, 0.036785185185185185
6, 0.4, 0.0233, 0.03306574074074074
6, 0.41, 0.0184, 0.029142592592592595
6, 0.42, 0.0124, 0.026326851851851855
6, 0.43, 0.0092, 0.023337962962962963
6, 0.44, 0.0073, 0.021136111111111112
6, 0.45, 0.0045, 0.01930925925925926
6, 0.46, 0.0036, 0.017396296296296295
6, 0.47, 0.0028, 0.015595370370370369
6, 0.48, 0.0012, 0.013883333333333334
6, 0.49, 0.0013, 0.01249537037037037
6, 0.5, 0.0004, 0.011495370370370371
6, 0.51, 0.0003, 0.010370370370370372
6, 0.52, 0.0005, 0.009296296296296296
6, 0.53, 0.0001, 0.00832962962962963
6, 0.54, 0.0001, 0.007493518518518518
6, 0.55, 0.0001, 0.006594444444444445
6, 0.56, 0.0, 0.005786111111111111
6, 0.57, 0.0, 0.005159259259259259
6, 0.58, 0.0, 0.004589814814814815
6, 0.59, 0.0, 0.004136111111111111
6, 0.6, 0.0, 0.0035194444444444444
6, 0.61, 0.0, 0.0030435185185185183
6, 0.62, 0.0, 0.002633333333333333
6, 0.63, 0.0, 0.002335185185185185
6, 0.64, 0.0, 0.002041666666666667
6, 0.65, 0.0, 0.0017222222222222222
6, 0.66, 0.0, 0.0014648148148148148
6, 0.67, 0.0, 0.0012574074074074074
